text,text_number,label
"Respir. Orig. & Us._ who as he wrote after _Malpighi_, so hath more accurately described those parts; and to Mr. _Cowper_’s _Anat._ Tab. 24, 25. And if the Reader hath a Mind to see what Opposition Seignior _Malpighi_’s Discoveries met with at Home and Abroad, and what Controversies he had on that Account, as also his Censures of Dr. _Willis_’s Descriptions and Figures, he may consult _Malpighi_’s Life written by himself, _pag. 4 to 21_. That the _Lungs_ consist of _Vesiculæ_, or _Lobuli_ of _Vesiculæ_",75254,1600s
"of ecstasy, that made Tom start—“I hereby abjure my chosen husband too. Hear me, Goblin!”—this was to the Gifted—“Hear me! I hold thee in the deepest detestation. The maddening interview of this one night has filled my soul with love—but not for thee. It is for thee, for thee, young man,” she cries to Tom. “As Monk Lewis finely observes, Thomas, Thomas, I am thine, Thomas, Thomas, thou art mine: thine for ever, mine for ever!” with which words, she became very tender likewise. ‘Tom and the Gifted, gentlemen, as you may believe, looked at each",927,1800s
"a word at al, vntil the time come that I may eyther excuse my faute, or tell hym of hys. In lyke wyse when he commeth home wel whitled, I gyue hym gentyll and fayre woordes, so with fayre entreatynge I gette hym to bed. xantyppa, O careful state of wyues, whē they muste be gladde and fayne to followe their husbandes mindes, be thei eluyshe, dronken, or doying what myschiefe they liste. [Illustration] Eula. As whoe saieth this gentill dealynge serueth not for",14282,1400s
"their Pistols, and stick them under their Girdles; then go off singing the first Part in Chorus. _Macheath_. What a Fool is a fond Wench! _Polly_ is most confoundedly bit.—I love the Sex. And a Man who loves Money, might as well be contented with one Guinea, as I with one Woman. The Town perhaps have been as much obliged to me, for recruiting it with free-hearted Ladies, as to any Recruiting Officer in the Army. If it were not for us, and the other Gentlemen of the Sword, _Drury-Lane_ would be uninhabited. AIR XXI.",2421,1600s
"for freshly blew The eastern soft wind, and his galley now Grated the quaystones with her brazen prow In port Cenchreas, from Egina isle Fresh anchor'd; whither he had been awhile To sacrifice to Jove, whose temple there Waits with high marble doors for blood and incense rare. Jove heard his vows, and better'd his desire; For by some freakful chance he made retire From his companions, and set forth to walk, Perhaps grown wearied of their Corinth talk: Over the solitary hills he fared, Thoughtless at first, but ere eve's star appeared",2490,1700s
"of God is pleasing and acceptable to Him. Whose heart would not rejoice in its inmost core at hearing these things? Whose heart, on receiving so great a consolation, would not become sweet with the love of Christ, a love to which it can never attain by any laws or works? Who can injure such a heart, or make it afraid? If the consciousness of sin or the horror of death rush in upon it, it is prepared to",1911,1400s
"boasting of their own renown. To him she gave their various speeches, tones, Each silly air: their tears, and sighs, and groans; They'd read, or rather heard, we may believe, That, when in love, with sighs fond bosoms heave. Their utmost to succeed these coxcombs tried, And seemed convinced they should not be denied; A common cause they would the business hold, And what one knew the other must be told. Whichever first a favour might obtain, Should tell his happiness to t'other swain. YE FAIR 'tis thus they oft your kindness treat: The pleasure that he wished alone is sweet.",5289,1600s
"gifts, what miracles he gave! And power to kill, and power to save! Furnish'd their tongues with wondrous words, Instead of shields, and spears, and swords. 3 Thus arm'd, he sent the champions forth From east to west, from south to north; ""Go, and assert your Saviour's cause, ""Go, spread the mystery of his cross."" 4 These weapons of the holy war, Of what almighty force they are To make our stubborn passions bow, And lay the proudest rebel low! 5 Nations, the learned and the rude,",13341,1600s
"Melancholy in its several kinds, have been mentally and internally (as they thought, being depraved in their imaginations) changed into Wolves and other kind of Creatures, and have acted their parts, as though they had been really so, when the change was only in the qualities and conditions of the mind, and not otherwise. And so only was the change of _Nebuchadnezzar_, which notwithstanding _Bodinus_, the Popish",72654,1600s
"At least before 'tis night; But in the bosom of a fool It burns till morning light. Pardon, O Lord, our childish rage, Our little brawls remove, That, as we grow to riper age, Our hearts may all be love! [Illustration] AGAINST IDLENESS AND MISCHIEF. How doth the little busy bee Improve each shining hour, And gather honey all the day From every opening flower! How skilfully she builds her cell! How neat she spreads the wax! And labors hard to store it",37543,1600s
"power from our Lord the Sun were but rarely used to help a vessel speedily along her course. The Egypt voyage and a return was a matter of a year then, as against a brace of months now, and of three ships that set out, one at least could be reckoned upon succumbing to the dangers of the wide waters and the terrible beasts that haunt them. But in those old days trade roared with lusty life, and was ever growing",285,1800s
"de l'onction'; take the gentle, the favorable, the indulgent side of most questions. I own that the manly and sublime John Trott, your countryman, seldom does; but, to show his spirit and decision, takes the rough and harsh side, which he generally adorns with an oath, to seem more formidable. This he only thinks fine; for to do John justice, he is commonly as good-natured as anybody. These are among the many little things which you have not, and I have, lived long enough in the world to",3357,1600s
